Date,Platform,CTR (%),Impressions,Likes,Shares,Comments,Sales Revenue ($),Conversion Rate (%),Ad Spend ($),ROI (%),Positive Sentiment (%),Neutral Sentiment (%),Negative Sentiment (%)
2022-02-11,TikTok Ads,4.28,461796,778,2823,660,26142.53,8.88,14561.01,79.54,41,22,37
2022-02-12,Google Ads,0.51,292740,643,1255,798,91785.6,7.21,20446.39,348.91,48,36,16
2022-02-12,Facebook Ads,0.89,310641,1723,1627,2935,48723.77,14.79,25918.62,87.99,63,22,15
2022-02-12,Instagram Ads,1.79,42497,4985,2549,713,47306.62,3.6,6171.51,666.53,53,46,1
2022-02-12,Twitter Ads,3.64,281946,9947,4365,804,89586.84,12.82,45492.26,96.93,60,21,19
2022-02-12,LinkedIn Ads,3.04,21162,7650,1573,776,17633.83,8.72,40156.97,-56.09,44,20,36
2022-02-12,TikTok Ads,2.7,389962,7911,4320,922,51316.09,5.83,16098.97,218.75,52,36,12
2022-02-13,Google Ads,3.41,289463,252,3412,617,93345.81,9.24,35025.31,166.51,52,31,17
2022-02-13,Facebook Ads,0.79,30341,8408,958,1879,41531.39,5.06,37921.98,9.52,41,33,26
2022-02-13,Instagram Ads,1.69,428078,5279,3687,1139,38044.38,3.08,29231.01,30.15,45,29,26
2022-02-13,Twitter Ads,2.77,420983,4563,4248,1317,65981.57,8.42,12030.12,448.47,63,34,3
2022-02-13,LinkedIn Ads,3.24,143035,4312,3535,1225,67558.01,1.83,23681.75,185.27,52,40,8
2022-02-13,TikTok Ads,1.77,30784,1083,3189,1349,43590.31,12.03,21690.11,100.97,65,26,9
2022-02-14,Google Ads,0.59,126984,5219,260,2033,7376.09,7.26,41895.4,-82.39,57,29,14
2022-02-14,Facebook Ads,4.52,96495,5810,1401,2025,79299.14,11.9,21027.5,277.12,54,21,25
2022-02-14,Instagram Ads,3.93,361112,2279,3939,286,72619.36,0.59,13549.55,435.95,55,33,12
2022-02-14,Twitter Ads,4.5,426138,4875,2613,774,25911.5,2.65,45620.65,-43.2,41,46,13
2022-02-14,LinkedIn Ads,2.16,260148,1356,824,1331,76650.67,14.73,3353.8,2185.49,40,31,29
2022-02-14,TikTok Ads,1.76,26767,1483,3498,2680,77754.46,7.19,4335.06,1693.62,50,39,11
2022-02-15,Google Ads,4.73,136536,3227,456,154,70048.14,8.03,35135.67,99.36,54,48,-2
2022-02-15,Facebook Ads,4.29,277323,1598,2754,1995,15132.95,1.76,26775.77,-43.48,58,30,12
2022-02-15,Instagram Ads,3.2,109957,8723,3701,2450,57374.61,4.2,37339.05,53.66,54,27,19
2022-02-15,Twitter Ads,2.75,273767,8298,554,2628,46224.1,0.56,21128.05,118.78,69,46,-15
2022-02-15,LinkedIn Ads,2.69,402826,3308,2111,2088,63294.69,10.05,13273.59,376.85,62,32,6
2022-02-15,TikTok Ads,0.69,246846,8819,3056,1198,29699.14,0.65,8706.51,241.11,45,45,10
2022-02-16,Google Ads,2.45,280539,4536,125,710,64006.4,12.15,8785.25,628.57,49,23,28
2022-02-16,Facebook Ads,4.42,347877,3923,3402,681,13805.84,10.74,16089.9,-14.2,59,24,17
2022-02-16,Instagram Ads,3.2,416115,8529,89,1016,61303.72,5.44,21852.96,180.53,62,25,13
2022-02-16,Twitter Ads,2.1,108553,6789,3438,2595,60561.77,3.06,11663.05,419.26,67,32,1
2022-02-16,LinkedIn Ads,2.01,270668,2675,3084,742,58217.44,2.46,25782.76,125.8,46,38,16
2022-02-16,TikTok Ads,0.5,144188,4461,3370,2633,24571.76,13.79,44571.23,-44.87,49,34,17
2022-02-17,Google Ads,0.93,443190,2502,3070,1177,55478.96,4.66,23198.89,139.14,67,41,-8
2022-02-17,Facebook Ads,1.49,108287,5929,4271,1751,7261.2,11.72,46068.63,-84.24,66,21,13
2022-02-17,Instagram Ads,3.31,124789,9533,2251,1622,78344.14,13.46,18172.02,331.13,56,34,10
2022-02-17,Twitter Ads,3.57,416598,644,2363,732,51134.75,8.68,23378.29,118.73,69,26,5
2022-02-17,LinkedIn Ads,0.64,342507,2377,2952,152,13532.27,3.1,29863.91,-54.69,62,22,16
2022-02-17,TikTok Ads,3.98,50171,6741,318,689,23759.75,14.95,30362.28,-21.75,41,44,15
2022-02-18,Google Ads,0.5,431771,9474,2952,2176,77417.42,9.83,12933.65,498.57,48,46,6
2022-02-18,Facebook Ads,1.0,444626,8166,4795,2021,32797.68,12.03,29714.41,10.38,61,41,-2
2022-02-18,Instagram Ads,3.13,227725,3023,523,1663,99802.45,3.25,16753.42,495.71,53,20,27
2022-02-18,Twitter Ads,4.55,240376,6244,4229,489,18378.26,14.74,11646.25,57.8,69,41,-10
2022-02-18,LinkedIn Ads,0.69,449358,4493,538,2398,53160.96,3.77,9588.17,454.44,62,20,18
2022-02-18,TikTok Ads,3.54,20383,1956,246,1893,41783.11,8.0,39008.71,7.11,43,48,9
2022-02-19,Google Ads,4.11,398808,5075,2221,2216,49561.39,2.2,1050.19,4619.28,64,26,10
2022-02-19,Facebook Ads,2.82,88301,8814,4066,644,98978.25,13.79,8248.49,1099.96,47,40,13
2022-02-19,Instagram Ads,4.14,220099,9001,2624,1074,9540.52,3.53,36951.85,-74.18,48,32,20
2022-02-19,Twitter Ads,4.82,15503,6870,2586,2044,78877.85,6.09,47616.74,65.65,54,37,9
2022-02-19,LinkedIn Ads,1.15,316429,8160,1005,1028,53555.92,14.83,37351.1,43.39,52,43,5
2022-02-19,TikTok Ads,2.33,123247,7915,1287,1290,71336.52,8.56,40072.32,78.02,59,21,20
2022-02-20,Google Ads,4.42,108505,9261,3051,1457,80669.99,10.9,12484.07,546.18,62,38,0
2022-02-20,Facebook Ads,4.66,164136,3719,4724,560,60797.52,2.07,13290.79,357.44,45,27,28
2022-02-20,Instagram Ads,3.33,478693,3580,4741,893,44992.55,14.94,10142.36,343.61,45,34,21
2022-02-20,Twitter Ads,2.02,420872,2124,4080,485,67844.65,10.65,23254.77,191.75,60,46,-6
2022-02-20,LinkedIn Ads,4.73,237695,7371,4292,928,38144.44,14.38,14397.96,164.93,68,28,4
2022-02-20,TikTok Ads,1.64,73666,9541,4696,1408,2383.16,1.2,38917.41,-93.88,40,30,30
2022-02-21,Google Ads,4.39,13781,6167,1154,121,53582.42,2.2,11900.92,350.24,58,30,12
2022-02-21,Facebook Ads,2.08,332476,1916,1744,1175,69910.17,5.4,34089.47,105.08,42,30,28
2022-02-21,Instagram Ads,2.88,94525,5098,2466,1559,28272.11,4.86,3879.48,628.76,40,40,20
2022-02-21,Twitter Ads,2.91,388240,4925,89,2710,53364.2,11.87,15533.69,243.54,49,27,24
2022-02-21,LinkedIn Ads,1.34,229240,5873,2426,2904,9966.62,11.99,48718.98,-79.54,53,26,21
2022-02-21,TikTok Ads,3.97,369509,623,4025,1466,44670.67,11.47,7131.66,526.37,58,48,-6
2022-02-22,Google Ads,2.23,21039,9666,2720,2568,63448.68,6.48,7578.75,737.19,68,41,-9
2022-02-22,Facebook Ads,3.45,474512,9992,2775,92,81689.02,2.15,19641.96,315.89,66,21,13
2022-02-22,Instagram Ads,1.77,318343,2622,557,2618,89417.28,11.35,39596.09,125.82,69,34,-3
2022-02-22,Twitter Ads,3.35,269662,9839,4343,1167,24415.66,4.98,37937.34,-35.64,57,33,10
2022-02-22,LinkedIn Ads,1.36,151863,9946,692,676,28843.97,6.13,48968.2,-41.1,67,35,-2
2022-02-22,TikTok Ads,3.02,48541,6802,2571,1176,51111.07,11.54,12886.22,296.63,56,34,10
2022-02-23,Google Ads,0.79,447688,251,4347,2814,42106.51,2.98,37665.98,11.79,50,33,17
2022-02-23,Facebook Ads,3.49,493893,8415,191,253,55992.81,4.39,1461.32,3731.66,61,33,6
2022-02-23,Instagram Ads,1.54,240737,6005,725,1704,49223.01,5.42,18856.8,161.04,64,35,1
2022-02-23,Twitter Ads,4.45,80441,3681,2920,1458,4458.97,12.14,30795.41,-85.52,50,30,20
2022-02-23,LinkedIn Ads,1.38,258126,2686,3840,949,44176.46,6.93,9608.15,359.78,68,34,-2
2022-02-23,TikTok Ads,2.62,149272,7593,4095,2474,42392.42,0.53,18550.3,128.53,64,30,6
2022-02-24,Google Ads,4.67,46092,248,421,2394,5258.22,12.87,24557.49,-78.59,44,46,10
2022-02-24,Facebook Ads,2.35,279202,736,4846,468,6219.16,14.27,42972.42,-85.53,44,36,20
2022-02-24,Instagram Ads,3.52,363162,9823,3792,2186,5712.31,0.84,45367.82,-87.41,44,28,28
2022-02-24,Twitter Ads,4.45,446110,2869,3352,2516,54909.11,8.77,5483.94,901.27,58,39,3
2022-02-24,LinkedIn Ads,0.66,388546,4377,3190,1487,43586.52,14.03,28520.43,52.83,67,31,2
2022-02-24,TikTok Ads,3.33,38645,6651,3827,1100,87256.7,3.49,24265.92,259.59,41,23,36
2022-02-25,Google Ads,1.56,436594,9118,486,1059,80922.27,8.17,47327.02,70.99,47,30,23
2022-02-25,Facebook Ads,4.67,69010,9140,1507,2038,38971.17,8.21,29703.65,31.2,64,28,8
2022-02-25,Instagram Ads,4.77,172001,9651,3457,648,63779.01,13.33,22957.52,177.81,44,30,26
2022-02-25,Twitter Ads,2.37,441224,4733,3090,1064,72154.62,10.83,4276.93,1587.07,47,46,7
2022-02-25,LinkedIn Ads,4.37,342412,1793,2943,630,26911.25,3.14,19892.36,35.28,50,47,3
2022-02-25,TikTok Ads,0.56,43398,4916,3790,809,59835.57,5.71,21108.48,183.47,50,41,9
2022-02-26,Google Ads,1.25,208552,5482,707,2552,88731.46,14.85,1229.44,7117.23,44,41,15
2022-02-26,Facebook Ads,2.78,39761,9002,1605,520,68230.18,14.98,28449.37,139.83,52,36,12
2022-02-26,Instagram Ads,0.68,15540,2133,1932,1089,25877.38,12.23,40192.87,-35.62,68,27,5
2022-02-26,Twitter Ads,4.98,362858,4998,3720,1013,34881.41,0.92,38544.14,-9.5,54,47,-1
2022-02-26,LinkedIn Ads,3.95,438430,8714,944,2775,1547.77,9.8,48782.86,-96.83,50,36,14
2022-02-26,TikTok Ads,2.6,356212,1807,1581,904,11375.34,4.1,45643.1,-75.08,58,48,-6
2022-02-27,Google Ads,2.83,494532,5413,4846,2577,84143.94,7.23,45533.79,84.79,51,28,21
2022-02-27,Facebook Ads,4.72,166504,9873,1993,705,82859.58,7.77,32265.89,156.8,53,36,11
2022-02-27,Instagram Ads,3.87,348733,5646,2161,1722,69017.02,12.7,6793.48,915.93,47,46,7
2022-02-27,Twitter Ads,4.23,379729,5954,2813,2516,41057.3,4.85,8468.61,384.82,60,44,-4
2022-02-27,LinkedIn Ads,4.99,130951,4004,2582,518,68642.83,0.86,31046.34,121.1,43,25,32
2022-02-27,TikTok Ads,4.91,144812,260,4241,94,58707.99,10.93,16168.27,263.11,59,28,13
2022-02-28,Google Ads,1.0,131238,9810,3282,2016,5438.63,10.88,46646.36,-88.34,44,40,16
2022-02-28,Facebook Ads,1.11,14328,921,447,129,31714.81,3.27,41738.35,-24.02,55,47,-2
2022-02-28,Instagram Ads,2.06,388605,2365,393,1155,96633.23,1.61,30909.67,212.63,55,42,3
2022-02-28,Twitter Ads,4.0,44574,2924,439,2483,12677.82,10.85,41832.63,-69.69,48,28,24
2022-02-28,LinkedIn Ads,1.03,487130,7375,375,2331,62844.67,3.73,27050.06,132.33,42,27,31
2022-02-28,TikTok Ads,3.57,294922,4064,678,147,92851.16,3.59,16931.5,448.39,42,23,35
2022-03-01,Google Ads,3.36,321293,5390,4576,462,74830.52,1.25,7170.49,943.59,65,43,-8
2022-03-01,Facebook Ads,2.29,118098,6986,1205,519,53480.18,1.41,10443.06,412.11,64,48,-12
2022-03-01,Instagram Ads,3.98,309813,5439,4983,1783,7170.63,11.09,26312.69,-72.75,54,39,7
2022-03-01,Twitter Ads,2.2,152735,3165,4169,1974,6466.61,1.99,43682.06,-85.2,52,49,-1
2022-03-01,LinkedIn Ads,2.06,256503,2876,1908,322,5221.39,4.56,2807.68,85.97,47,20,33
2022-03-01,TikTok Ads,3.7,412492,6874,3901,878,66448.54,0.52,5440.24,1121.43,68,48,-16
2022-03-02,Google Ads,0.91,387743,9419,1453,361,56329.61,12.31,26341.84,113.84,66,21,13
2022-03-02,Facebook Ads,2.6,243698,2635,1293,2599,77985.19,2.98,18203.23,328.41,61,21,18
2022-03-02,Instagram Ads,1.46,433475,3536,167,1156,90968.43,4.52,24685.03,268.52,62,32,6
2022-03-02,Twitter Ads,2.14,122122,6732,4417,1050,13573.6,6.79,1877.1,623.12,55,30,15
2022-03-02,LinkedIn Ads,1.03,150300,3776,4316,1216,1261.03,2.91,47362.03,-97.34,57,40,3
2022-03-02,TikTok Ads,1.87,175875,6272,3377,1035,60392.32,6.35,26236.81,130.18,53,46,1
2022-03-03,Google Ads,3.78,426739,3446,94,434,51894.31,8.65,1718.62,2919.53,46,40,14
2022-03-03,Facebook Ads,0.97,487384,8188,2901,2432,90643.09,8.63,24494.54,270.05,62,28,10
2022-03-03,Instagram Ads,3.87,75610,5266,3205,491,38285.25,14.54,48628.57,-21.27,59,41,0
2022-03-03,Twitter Ads,4.73,495509,6298,2118,1029,15684.54,8.36,46074.0,-65.96,46,30,24
2022-03-03,LinkedIn Ads,0.68,165018,8312,3817,2709,90333.48,13.8,27817.93,224.73,69,49,-18
2022-03-03,TikTok Ads,0.67,469533,5431,2909,285,12653.46,5.3,37419.19,-66.18,63,39,-2
2022-03-04,Google Ads,4.28,368588,9304,4778,1117,72199.86,9.98,32658.14,121.08,58,43,-1
2022-03-04,Facebook Ads,2.05,450694,3273,4874,888,62713.54,2.83,8549.09,633.57,68,43,-11
2022-03-04,Instagram Ads,3.67,381955,7292,1599,293,19720.21,4.07,1983.24,894.34,52,21,27
2022-03-04,Twitter Ads,2.6,34965,340,4088,2678,47991.54,4.76,31701.41,51.39,58,29,13
2022-03-04,LinkedIn Ads,2.24,279655,7052,3461,65,24908.56,3.37,30728.06,-18.94,48,47,5
2022-03-04,TikTok Ads,2.9,497712,4790,233,150,63388.78,10.43,18316.19,246.08,42,22,36
2022-03-05,Google Ads,1.94,445412,4363,427,2232,7833.85,6.16,18693.38,-58.09,61,29,10
2022-03-05,Facebook Ads,2.62,99534,2243,4750,1169,65664.59,10.43,19782.78,231.93,48,37,15
2022-03-05,Instagram Ads,2.23,273396,9059,4027,2850,69915.87,11.95,13371.37,422.88,43,26,31
2022-03-05,Twitter Ads,2.27,430992,1056,3644,572,54795.12,1.16,48991.81,11.85,44,20,36
2022-03-05,LinkedIn Ads,2.4,457179,8735,3495,2776,8542.39,2.17,2729.12,213.01,62,25,13
2022-03-05,TikTok Ads,2.04,376029,5340,1520,2880,59694.29,7.75,27489.81,117.15,59,24,17
2022-03-06,Google Ads,3.33,180016,6062,4831,592,19620.83,14.42,21619.52,-9.24,62,44,-6
2022-03-06,Facebook Ads,1.09,92425,287,3683,2660,37919.86,13.55,22235.1,70.54,61,49,-10
2022-03-06,Instagram Ads,0.89,497157,2303,522,1680,76962.42,8.03,4700.0,1537.5,52,28,20
2022-03-06,Twitter Ads,3.03,80741,996,1672,2392,90398.25,5.91,33216.27,172.15,54,49,-3
2022-03-06,LinkedIn Ads,3.01,211333,9574,1884,2964,99248.53,13.46,37102.56,167.5,62,43,-5
2022-03-06,TikTok Ads,2.57,260389,1543,2885,957,18600.13,10.52,18773.21,-0.92,56,35,9
2022-03-07,Google Ads,0.76,384521,4451,2044,251,39570.47,9.71,28772.8,37.53,69,34,-3
2022-03-07,Facebook Ads,1.64,320264,5731,1960,2739,3574.47,11.75,16956.26,-78.92,51,43,6
2022-03-07,Instagram Ads,1.45,164167,1832,1353,876,77513.49,14.64,47264.1,64.0,53,29,18
2022-03-07,Twitter Ads,2.38,223548,904,4836,2254,87437.23,7.76,3951.95,2112.51,56,36,8
2022-03-07,LinkedIn Ads,3.82,195050,7817,199,2777,56135.5,2.39,13107.31,328.28,51,48,1
2022-03-07,TikTok Ads,3.52,335027,2452,3599,2709,46517.74,8.26,41982.41,10.8,60,22,18
2022-03-08,Google Ads,1.39,417518,7641,697,1462,43717.12,11.68,3504.43,1147.48,43,30,27
2022-03-08,Facebook Ads,2.09,28132,7100,4048,1841,10847.89,5.83,15597.82,-30.45,65,38,-3
2022-03-08,Instagram Ads,3.64,433650,9245,1165,907,58706.33,7.41,41459.43,41.6,43,22,35
2022-03-08,Twitter Ads,2.47,128325,6001,2964,1090,86960.07,12.31,15316.38,467.76,49,29,22
2022-03-08,LinkedIn Ads,4.8,24196,2309,536,174,58322.81,4.92,11848.75,392.23,54,42,4
2022-03-08,TikTok Ads,3.65,355089,7887,1269,2344,3840.55,0.58,5394.73,-28.81,64,27,9
2022-03-09,Google Ads,0.54,214983,6320,1140,1394,26941.99,1.42,24250.16,11.1,45,39,16
2022-03-09,Facebook Ads,4.22,362649,4841,1292,2811,59528.2,2.24,1930.87,2982.97,63,36,1
2022-03-09,Instagram Ads,1.57,327767,463,2261,1371,98899.79,1.14,41298.24,139.48,55,44,1
2022-03-09,Twitter Ads,2.22,142531,4145,2483,1914,71453.18,3.31,42696.5,67.35,55,43,2
2022-03-09,LinkedIn Ads,0.7,120707,7586,627,1100,71614.27,7.2,22693.19,215.58,68,45,-13
2022-03-09,TikTok Ads,4.56,91713,7039,1244,2418,62915.93,9.88,14931.98,321.35,47,38,15
2022-03-10,Google Ads,1.21,242358,2301,1066,1550,21159.34,4.94,41300.46,-48.77,42,29,29
2022-03-10,Facebook Ads,2.66,421321,4259,4840,2856,29096.79,13.7,3065.27,849.24,41,31,28
2022-03-10,Instagram Ads,2.66,156097,1972,2140,2946,41691.22,9.18,1619.84,2473.79,67,32,1
2022-03-10,Twitter Ads,0.82,273309,7864,630,1755,76339.43,3.51,4612.44,1555.08,40,46,14
2022-03-10,LinkedIn Ads,1.39,335295,5148,2250,2076,21729.07,14.52,7300.9,197.62,63,43,-6
2022-03-10,TikTok Ads,0.52,267920,9121,4199,1619,13748.32,5.08,49229.3,-72.07,60,43,-3
2022-03-11,Google Ads,2.06,308393,3328,4977,2166,72183.94,13.22,10270.38,602.84,61,27,12
2022-03-11,Facebook Ads,3.99,59868,493,437,2954,6807.75,7.86,21610.85,-68.5,65,41,-6
2022-03-11,Instagram Ads,4.45,246752,7799,1503,714,63168.31,5.08,38643.85,63.46,69,25,6
2022-03-11,Twitter Ads,0.65,345196,6884,3851,1565,22139.74,4.78,12731.97,73.89,66,40,-6
2022-03-11,LinkedIn Ads,4.83,236930,468,4575,2322,44130.25,11.03,8853.83,398.43,48,26,26
2022-03-11,TikTok Ads,4.72,63646,2812,4707,2151,48898.73,10.31,13222.29,269.82,56,37,7
2022-03-12,Google Ads,4.18,184500,6253,3739,551,75848.56,12.92,1805.89,4100.07,48,34,18
2022-03-12,Facebook Ads,4.88,477480,9383,2402,978,28447.59,9.34,23091.71,23.19,52,46,2
2022-03-12,Instagram Ads,3.52,147699,8485,1586,404,53867.33,2.3,49196.03,9.5,50,37,13
2022-03-12,Twitter Ads,2.85,279724,172,278,666,7411.35,3.46,38740.03,-80.87,51,49,0
2022-03-12,LinkedIn Ads,2.42,305685,4748,4484,1798,40987.61,6.58,4868.98,741.81,57,27,16
2022-03-12,TikTok Ads,3.21,288434,9510,1369,1519,98579.31,13.38,29762.31,231.22,47,25,28
2022-03-13,Google Ads,3.11,220530,8313,3562,190,18480.39,6.99,33105.09,-44.18,62,41,-3
2022-03-13,Facebook Ads,4.97,106508,5448,155,2955,59211.35,11.41,35046.21,68.95,56,45,-1
2022-03-13,Instagram Ads,0.76,129663,9703,4046,1017,98920.56,10.3,10497.11,842.36,50,45,5
2022-03-13,Twitter Ads,3.78,479999,5453,1070,1952,67300.15,12.02,26134.38,157.52,44,44,12
2022-03-13,LinkedIn Ads,2.66,198252,146,4252,280,77991.2,8.2,47056.36,65.74,43,49,8
2022-03-13,TikTok Ads,0.95,299066,4405,4095,163,17013.16,14.01,11167.77,52.34,55,32,13
2022-03-14,Google Ads,3.52,403527,745,1363,1141,63673.45,6.41,27858.83,128.56,40,42,18
2022-03-14,Facebook Ads,0.98,274602,3068,1307,617,40801.62,1.25,29286.05,39.32,49,32,19
2022-03-14,Instagram Ads,4.7,439266,5397,2091,1513,51724.69,11.06,13449.47,284.59,46,27,27
2022-03-14,Twitter Ads,3.07,325347,8809,2967,1806,13955.27,8.9,25378.34,-45.01,55,23,22
2022-03-14,LinkedIn Ads,1.81,163188,672,2798,1987,1781.07,10.69,29047.03,-93.87,53,44,3
2022-03-14,TikTok Ads,4.85,445097,3687,1720,665,36265.1,3.83,24744.41,46.56,58,29,13
2022-03-15,Google Ads,1.9,480915,2787,2727,1749,88966.66,11.16,5445.85,1533.66,68,34,-2
2022-03-15,Facebook Ads,4.58,98858,1943,1236,1969,41058.06,4.71,41919.12,-2.05,54,23,23
2022-03-15,Instagram Ads,0.71,272950,6610,1904,1317,64241.69,3.75,29111.93,120.67,62,35,3
2022-03-15,Twitter Ads,3.39,147759,6174,2517,1983,18278.44,7.21,46597.68,-60.77,46,47,7
2022-03-15,LinkedIn Ads,1.73,307880,1865,3204,1232,62992.69,10.68,48775.43,29.15,49,43,8
2022-03-15,TikTok Ads,2.52,115748,8322,4427,1644,18186.79,14.48,18898.11,-3.76,48,34,18
2022-03-16,Google Ads,3.93,310350,5737,4803,1500,74904.22,11.36,13573.62,451.84,44,31,25
2022-03-16,Facebook Ads,1.76,323193,4206,1154,2094,91188.14,11.16,3238.71,2715.57,43,20,37
2022-03-16,Instagram Ads,4.64,148237,6834,2199,2267,83603.39,1.2,12417.4,573.28,61,44,-5
2022-03-16,Twitter Ads,4.32,297587,7613,2902,947,98255.97,10.15,40129.2,144.85,55,31,14
2022-03-16,LinkedIn Ads,3.01,453485,8860,1245,348,10010.35,4.57,16003.04,-37.45,46,44,10
2022-03-16,TikTok Ads,2.72,266589,1846,2456,978,63519.92,4.06,44792.19,41.81,57,45,-2
2022-03-17,Google Ads,2.49,59160,9348,3133,2824,49393.57,9.12,47367.26,4.28,43,21,36
2022-03-17,Facebook Ads,2.11,54960,6915,2755,47,93198.54,5.34,3783.47,2363.31,60,30,10
2022-03-17,Instagram Ads,2.05,72822,6991,3178,334,95026.98,2.45,21726.57,337.38,50,43,7
2022-03-17,Twitter Ads,1.08,492186,266,2682,2481,64718.12,12.64,18234.98,254.91,40,43,17
2022-03-17,LinkedIn Ads,2.6,377338,2235,715,488,43976.67,8.19,3306.63,1229.95,69,42,-11
2022-03-17,TikTok Ads,1.53,346529,2881,4031,2019,36746.1,14.91,24732.16,48.58,51,30,19
2022-03-18,Google Ads,4.97,79473,2224,2899,980,33034.83,1.73,48615.97,-32.05,64,23,13
2022-03-18,Facebook Ads,3.83,203221,9620,1133,2320,36894.67,6.17,47135.88,-21.73,49,45,6
2022-03-18,Instagram Ads,4.09,324990,6405,3428,1006,87303.71,9.51,42491.23,105.46,42,37,21
2022-03-18,Twitter Ads,3.13,305752,2270,359,677,87293.59,10.4,23107.92,277.76,64,44,-8
2022-03-18,LinkedIn Ads,4.3,85972,6523,1518,625,88368.22,2.23,35753.28,147.16,58,31,11
2022-03-18,TikTok Ads,3.79,439804,6044,1003,2609,27855.8,2.79,10004.66,178.43,63,34,3
2022-03-19,Google Ads,3.6,346970,3996,1292,564,34492.3,8.6,37183.11,-7.24,63,25,12
2022-03-19,Facebook Ads,0.91,147230,1041,1557,360,10099.31,6.95,36971.79,-72.68,61,38,1
2022-03-19,Instagram Ads,0.63,302733,132,4254,2514,5397.28,9.55,40964.52,-86.82,57,45,-2
2022-03-19,Twitter Ads,4.64,106260,7201,1655,471,53766.57,11.43,7543.02,612.8,46,31,23
2022-03-19,LinkedIn Ads,1.71,389399,7182,3256,1190,41686.04,1.11,10775.29,286.87,42,28,30
2022-03-19,TikTok Ads,2.36,219425,2178,4545,1092,71074.71,1.31,26518.65,168.02,52,21,27
2022-03-20,Google Ads,3.15,134836,4410,3849,2299,1877.37,3.94,9810.78,-80.86,67,28,5
2022-03-20,Facebook Ads,0.91,281587,5833,493,2516,66833.47,8.26,21808.81,206.45,40,34,26
2022-03-20,Instagram Ads,4.32,315019,5189,3555,1831,4529.68,14.26,15872.23,-71.46,42,42,16
2022-03-20,Twitter Ads,2.36,66708,3584,3065,155,10586.64,2.68,2832.19,273.8,59,44,-3
2022-03-20,LinkedIn Ads,4.76,347859,1262,352,206,45159.42,3.4,31711.92,42.41,61,35,4
2022-03-20,TikTok Ads,3.0,305017,1456,1676,1683,43887.34,6.67,2579.33,1601.5,67,44,-11
2022-03-21,Google Ads,2.05,333643,4061,2613,2309,59119.43,14.51,21314.97,177.36,45,26,29
2022-03-21,Facebook Ads,2.08,354444,9020,3955,2158,29837.54,12.9,6929.15,330.61,54,41,5
2022-03-21,Instagram Ads,1.48,38043,8496,4402,47,38201.6,5.92,20033.26,90.69,46,20,34
2022-03-21,Twitter Ads,2.25,282408,9138,637,1443,56875.46,9.25,19892.18,185.92,55,48,-3
2022-03-21,LinkedIn Ads,4.62,412144,9748,162,1856,26979.78,10.4,7106.44,279.65,42,25,33
2022-03-21,TikTok Ads,4.97,306427,3542,2923,2198,94283.84,3.27,26801.04,251.79,42,21,37
2022-03-22,Google Ads,1.91,257338,3158,2010,1937,43771.57,5.25,31257.41,40.04,66,32,2
2022-03-22,Facebook Ads,1.54,499463,4319,759,348,34362.88,14.76,741.72,4532.86,47,47,6
2022-03-22,Instagram Ads,1.72,319277,4426,1998,2941,18690.64,13.64,15325.02,21.96,46,33,21
2022-03-22,Twitter Ads,3.93,413963,1084,4978,1047,40368.57,0.88,4443.43,808.5,63,21,16
2022-03-22,LinkedIn Ads,4.53,217967,6122,2486,151,90205.38,12.55,24893.99,262.36,62,23,15
2022-03-22,TikTok Ads,3.36,368126,2155,4397,87,64937.54,3.63,21761.72,198.4,66,20,14
2022-03-23,Google Ads,1.67,85039,9570,1570,359,2623.83,14.23,28444.78,-90.78,40,44,16
2022-03-23,Facebook Ads,1.78,139954,2283,2591,2333,66279.51,9.06,5968.78,1010.44,58,48,-6
2022-03-23,Instagram Ads,0.88,275369,7449,4306,2007,3877.1,8.45,38922.74,-90.04,52,20,28
2022-03-23,Twitter Ads,4.86,264505,4889,1822,77,78585.13,11.03,38844.14,102.31,57,29,14
2022-03-23,LinkedIn Ads,1.11,448190,3991,712,2935,13614.81,0.87,6134.5,121.94,50,25,25
2022-03-23,TikTok Ads,3.47,403764,9136,2090,568,7696.0,13.65,26831.45,-71.32,47,40,13
2022-03-24,Google Ads,2.44,269626,6717,1474,1879,56318.8,8.87,23462.62,140.04,69,25,6
2022-03-24,Facebook Ads,3.24,68705,8481,4820,256,56885.72,11.37,23394.99,143.15,52,26,22
2022-03-24,Instagram Ads,4.22,110264,647,4091,1339,3536.5,12.05,3118.98,13.39,65,22,13
2022-03-24,Twitter Ads,1.53,99136,5010,3543,2897,26511.23,11.85,49814.74,-46.78,49,25,26
2022-03-24,LinkedIn Ads,4.94,145876,3940,2555,2335,15427.65,5.58,49762.44,-69.0,49,47,4
2022-03-24,TikTok Ads,1.34,491287,2328,4217,424,8607.15,11.35,33631.39,-74.41,60,43,-3
2022-03-25,Google Ads,0.54,483826,1158,1051,1694,59395.96,2.21,24721.19,140.26,69,41,-10
2022-03-25,Facebook Ads,1.73,104560,7365,2000,241,73821.78,6.91,19173.46,285.02,51,48,1
2022-03-25,Instagram Ads,3.0,231934,7647,4296,2445,13869.75,3.79,48988.32,-71.69,45,32,23
2022-03-25,Twitter Ads,1.55,391600,8132,820,380,7624.71,6.81,29056.64,-73.76,68,34,-2
2022-03-25,LinkedIn Ads,1.41,187037,8593,3101,677,15428.33,1.45,8435.86,82.89,48,44,8
2022-03-25,TikTok Ads,4.54,31978,3106,3432,1377,97985.34,5.88,24481.69,300.24,58,47,-5
